Date,Job Number,Job Name,Deck Type,Quoted,Tons,Total LH,Cost,Plant Price,Plant Price Ton,Markup LH,salesperson,takeoffPerson,Coordinator,LocationId,DPG_Id
10/2/2015,0115-0301  ,ORD09486 MAYO CLINIC CYCLOTRON,BESI20G60,58,5.8373607,0.17237485,91.36,69.55,691.0486104,-7338.37,Inside,Inside,ANDREA.REYNOLDS,9,3
10/2/2015,0115-0301  ,ORD09486 MAYO CLINIC CYCLOTRON,1.5CFDESI20G60,8,0.8051532,0.026099779,82.57,58.62,582.4481602,-7338.37,Inside,Inside,ANDREA.REYNOLDS,9,3
10/2/2015,0115-0302  ,ORD070181 GIRL SCOUTS,BESI18GRY,195,25.08683775,0.624083877,118.22,129.5,1006.603552,3524.69,Inside,Inside,ANDREA.REYNOLDS,9,3
10/2/2015,0115-0302  ,ORD070181 GIRL SCOUTS,BESI20GRY,234,22.9097349,0.690399901,90.51,100.91,1030.694598,3524.69,Inside,Inside,ANDREA.REYNOLDS,9,3
10/2/2015,0115-0302  ,ORD070181 GIRL SCOUTS,1.5CFDESI22G60,143,11.92859525,0.425048747,76.87,87.35,1047.151801,3524.69,Inside,Inside,ANDREA.REYNOLDS,9,3
10/2/2015,0115-0302  ,ORD070181 GIRL SCOUTS,1.5CFDESI20G60,9,0.90579735,0.029362252,79.57,91.07,904.8712717,3524.69,Inside,Inside,ANDREA.REYNOLDS,9,3
10/5/2015,0115-0303  ,SOUTHWEST GAS SIERRA VISTA OFFICE,BES20GRY,140,13.346046,0.41305977,73.31,89.54,939.2744488,5500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/5/2015,0115-0304  ,ICE KING,BES20GRY,4,0.3813156,0.011801708,73.31,80.68,846.3330637,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/15/2015,0115-0305  ,THE PINNACLE OF SCOTTSDALE,1.5CFDES20G60,124,12.1509088,0.368525541,89.09,98.01,1000.191854,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/5/2015,0115-0306  ,SURPRISE HYUNDAI,BES20GRY,334,31.8398526,0.985442594,73.31,91.01,954.6947463,6000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/5/2015,0115-0306  ,SURPRISE HYUNDAI,BES20G60,13,1.2738856,0.038635742,80.22,98.05,1000.600054,6000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/6/2015,0115-0307  ,BANNER UNIVERSITY MEDICAL CENTER PHOENIX,BESI20GRY,55,5.38476675,0.162273481,90.51,95.82,978.705345,1800,Mike Powell ,Koren Ellis,HEIDI.MCALEXANDER,9,3
10/8/2015,0115-0309  ,MARINA HEIGHTS RETAIL BLDG R1,NESI18GRY,51,8.19672255,0.280546571,118.45,132.75,825.9703752,2600,Mike Powell ,Sheri Woolsey,HEIDI.MCALEXANDER,9,3
10/8/2015,0115-0309  ,MARINA HEIGHTS RETAIL BLDG R1,3.0CFDES18Ph,24,3.0876108,0.083781916,93.82,102.89,799.7640117,2600,Mike Powell ,Sheri Woolsey,HEIDI.MCALEXANDER,9,3
10/7/2015,0115-0311  ,BUMSTEAD CAVERN,BES20GRY,14,1.3346046,0.041305977,73.31,88.06,923.7492513,5000,Mike Powell ,Lani Fabel,HEIDI.MCALEXANDER,9,3
10/7/2015,0115-0312  ,GECO,1.5CFDES20G60,140,13.718768,0.416077224,89.09,95.03,969.7809599,2000,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
12/15/2015,0115-0314  ,QUOTE FOR RABCO,2.0CFD18G60,130,16.0831385,0.456621005,84.56,126.71,1024.196863,12000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/8/2015,0115-0315  ,NAVAJO NATION JUSTICE CENTER,BES20G90,52.1,5.173782685,0.153068719,90.11,93.05,937.0136504,1000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/8/2015,0115-0316  ,MARICOPA COUNTY SOUTHWEST JUSTICE CENTER,BES18G60/GRY,809,103.8510873,2.606583153,110.13,113.36,883.0744327,1000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/8/2015,0115-0317  ,RETAIL DEVELOPMENT POWER & NUNNELLY,BES22GRY,19,1.4925374,0.053478344,74.03,83.32,1060.663538,3300,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
10/8/2015,0115-0318  ,ENTERPRISE GILBERT,BESI20G60/GRY,145,14.59340175,0.430937125,92.97,101.89,1012.378762,3000,Chris Cline,Customer List,STEFANIE.HANKS,9,3
10/9/2015,0115-0319  ,PETSMART & SHOP,BES20GRY,150,14.299335,0.442564039,74.1,88.85,932.0363499,5000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/9/2015,0115-0320  ,DETAIL SERVICES BUILDING,1.5CFDESI22G60,108,9.009009,0.321015837,76.87,85.79,1028.450521,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/11/2015,0115-0321  ,ORD069363 SRPMIC JUSTICE CENTER,2.0CFD20G60,307,28.8805338,1.001579037,74.74,101.97,1083.940838,8351.33,Inside,Inside,ANDREA.REYNOLDS,9,3
10/11/2015,0115-0321  ,ORD069363 SRPMIC JUSTICE CENTER,BESI20G60,366,36.8357589,1.087744743,91.36,116.18,1154.364163,8351.33,Inside,Inside,ANDREA.REYNOLDS,9,3
10/12/2015,0115-0322  ,ENTERPRISE SANTAN MOTORPLEX,BESI20G60/GRY,143,14.39211345,0.424993164,92.97,101.89,1012.378762,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/12/2015,0115-0323  ,AMC MESA GRAND,BES22GRY,150,11.78319,0.422197453,57.68,77.38,985.0473429,7000,Chris Cline,Customer List,HEIDI.MCALEXANDER,9,3
10/12/2015,0115-0324  ,CVS #10742,BES22GRY,133,10.4477618,0.374348409,57.68,74.57,949.2760449,6000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/13/2015,0115-0325  ,PECK RESIDENCE NEW CASITA,BES20G60,25,2.44978,0.074299504,79.43,95.78,977.4347084,5500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0327  ,BANNER UNIVERSITY MEDICAL ER,BES20G90,46,4.5680231,0.135147046,83.79,91.14,917.7799473,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0327  ,BANNER UNIVERSITY MEDICAL ER,NESI20G90,146,18.5774269,0.745658836,93.67,106.44,836.5119714,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0327  ,BANNER UNIVERSITY MEDICAL ER,2.0CFD18G90,79,9.8737676,0.287634624,101.26,110.36,882.9901972,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0327  ,BANNER UNIVERSITY MEDICAL ER,3.0CFDES20G90,1285,131.068972,4.375212802,86.75,95.26,933.9288936,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0327  ,BANNER UNIVERSITY MEDICAL ER,3.0CFDES18G90,1259,167.0647676,4.840166849,107.56,117.18,883.0684178,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0327  ,BANNER UNIVERSITY MEDICAL ER,3.0CFDES16G90,470,78.189999,2.327262644,134.79,147.16,884.5786019,2500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0328  ,FRANCISCAN RENEWAL CENTER NEW CHURCH,BESIEL18G60,97,12.74136225,0.31253222,93.08,102.74,782.1596941,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0328  ,FRANCISCAN RENEWAL CENTER NEW CHURCH,NESIEL18G60,111,18.21762525,0.614192834,119.63,136.23,830.0494599,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0329  ,BCGMC WIS REFURBISHMENT OB RELOCATION,1.5CFDES20G60,61,5.9774632,0.18129079,89.09,95.03,969.7809599,2000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0329  ,BCGMC WIS REFURBISHMENT OB RELOCATION,BES20GRY,9,0.8579601,0.026553842,74.1,80,839.1998649,2000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/14/2015,0115-0329  ,BCGMC WIS REFURBISHMENT OB RELOCATION,3.0CFDES20Ph,42,4.0812366,0.143525954,72.28,96.2,989.9940621,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/15/2015,0115-0330  ,DISCOVERY BUSINESS CAMPUS BLDG 94 RENO,BESI20GRY,101,9.88838985,0.29799312,71.01,79.86,815.6899275,3000,Mike Powell ,Koren Ellis,HEIDI.MCALEXANDER,9,3
10/15/2015,0115-0331  ,LIBERTY CENTER BLDG III,1.5CFDESI20G60,719,72.36314385,2.345717679,79.57,82.83,822.9986542,1000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/15/2015,0115-0331  ,LIBERTY CENTER BLDG III,BESI20G60,740,74.476671,2.199265327,91.36,94.33,937.2626228,1000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/15/2015,0115-0332  ,NATURAL GROCERS - BASELINE ROAD,BES22GRY,156,12.2545176,0.439085351,57.68,80.2,1020.945941,8000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/15/2015 12:01:00 AM,0115-0333  ,NATURAL RESOURCES - WILLIAMS FIELD ROAD,BES22GRY,156,12.2545176,0.439085351,57.68,80.2,1020.945941,8000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/16/2015,0115-0334  ,THE JOHNSON RESIDENCE,1.5CFDESI18G60,36,4.728753,0.126448894,93.48,118.24,900.1612053,7050,Mike Powell ,Sheri Woolsey,HEIDI.MCALEXANDER,9,3
10/20/2015,0115-0337  ,PARKADE,BES20GRY,9,0.8579601,0.026553842,74.1,85.9,901.0908549,4000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/21/2015,0115-0340  ,CARIS PHASE 3,1.5CFDESI20G60,184,18.5185236,0.600294928,79.57,86.09,855.3900053,2000,Inside,Inside,JAIMIE.WALLACE,9,3
10/21/2015,0115-0341  ,SANDS KIA,BESI20GRY,16,1.5664776,0.047206831,71.01,91.66,936.2151109,7000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/21/2015,0115-0342  ,AUDI OF NORTH SCOTTSDALE,BESI20G60,239,24.05395185,0.710303261,91.36,97.31,966.8718947,2000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/21/2015,0115-0342  ,AUDI OF NORTH SCOTTSDALE,1.5CFDESI20G60,82,8.2528203,0.267522739,79.57,86.09,855.3900053,2000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/21/2015,0115-0343  ,TUCSON MEDICAL CENTER ,BES22G60,137,11.12735235,0.371978355,66.07,78.29,963.9067464,4500,Ed Tyk,Customer List,TIFFANY.MORRIS,9,3
10/21/2015,0115-0343  ,TUCSON MEDICAL CENTER ,3.0CFDES20G60,32,3.2206128,0.095103365,72.02,80.94,804.2196193,3000,Ed Tyk,Customer List,TIFFANY.MORRIS,9,3
10/21/2015,0115-0344  ,PALM VALLEY CAFETERIA ADDITION,BES22G60,62,5.0357361,0.168340569,66.07,75.57,930.4180972,3500,Inside,Inside,JAIMIE.WALLACE,9,3
10/21/2015,0115-0344  ,PALM VALLEY CAFETERIA ADDITION,BES22GRY,2,0.1571092,0.005629299,57.68,67.53,859.6568501,3500,Inside,Inside,JAIMIE.WALLACE,9,3
10/21/2015,0115-0344  ,PALM VALLEY CAFETERIA ADDITION,BES20G60,1,0.0979912,0.00297198,79.43,94.29,962.2292614,5000,Inside,Inside,JAIMIE.WALLACE,9,3
10/22/2015,0115-0345  ,LEGACY SCHOOL,BES22G60,13,1.05588015,0.035297216,66.07,74.22,913.7968926,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/22/2015,0115-0345  ,LEGACY SCHOOL,2.0CFD20G60,319,30.0094146,1.040728706,74.74,84.53,898.5536826,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/22/2015,0115-0348  ,TUCSON MARKETPLACE,BESI20GRY,17,1.66438245,0.050157258,71.01,88.71,906.0838151,6000,Mike Powell ,Customer List,HEIDI.MCALEXANDER,9,3
10/22/2015,0115-0349  ,AUDI OF NORTH,1.5CFDESI20G60,80,8.051532,0.260997795,79.57,89.36,887.8807164,3000,Chris Cline,Customer List,STEFANIE.HANKS,9,3
10/22/2015,0115-0349  ,AUDI OF NORTH,BESI20G60,230,23.1481545,0.683555439,91.36,97.31,966.8718947,2000,Chris Cline,Customer List,STEFANIE.HANKS,9,3
10/22/2015,0115-0349  ,AUDI OF NORTH,BES22G60,5,0.40610775,0.013575852,66.07,79.65,980.6510711,5000,Chris Cline,Customer List,STEFANIE.HANKS,9,3
10/26/2015,0115-0350  ,SONORA PHASE II,BES22GRY,314,24.6661444,0.883800002,57.68,67.53,859.6568501,3500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/26/2015,0115-0351  ,SCOTTSDALE GATEWAY POOL REMODEL,BES22G60,21,1.70565255,0.05701858,66.07,76.39,940.51394,3800,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/26/2015,0115-0352  ,SOUTHWEST TRUCK DRIVER TRAINING,1.5CFDESI20G60,31,3.11996865,0.101136645,79.57,92.62,920.2720675,4000,Inside,Inside,JAIMIE.WALLACE,9,3
10/26/2015,0115-0354  ,PARADISE VALLEY APOSTOLIC CHURCH,1.5CFDESIV20G60,60,6.038649,0.249620369,81.06,101.86,1012.080682,5000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/27/2015,0115-0355  ,SHAMROCK DOCK BLDG ADDITION,BES22G60,164,13.3203342,0.445287957,66.07,73.67,907.0252907,2800,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/27/2015,0115-0356  ,CVS # 10920,BES18G60,1,0.1283697,0.003221982,99.56,131.78,1026.566238,10000,Ed Tyk,Customer List,TIFFANY.MORRIS,9,3
10/28/2015,0115-0359  ,KALISCH STEEL LIST 10/28/2015,BES22GRY,2181,171.3275826,6.138750971,57.68,76,967.4799439,6505.68,Ed Tyk,Customer List,TIFFANY.MORRIS,9,3
10/29/2015,0115-0361  ,SHOPS AT MULBERRY MARKETPLACE,BES20G60,114,11.1709968,0.338805739,79.43,91.32,931.9204173,4000,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/29/2015,0115-0362  ,MAINSTREET SNF WEST PHOENIX,BESI20PhGRY,514,50.3230929,1.51651944,72,88.23,901.1810957,5500,Inside,Inside,HEIDI.MCALEXANDER,9,3
10/29/2015,0115-0363  ,RISAS DENTAL,BES22GRY,40,3.142184,0.112585988,57.68,68.94,877.6061491,4000,Inside,Inside,JAIMIE.WALLACE,9,3
10/30/2015,0115-0365  ,LUMAR DECK LIST ,BES20GRY,105,10.0095345,0.309794827,74.1,94.17,987.843141,6800,Mike Powell ,Customer List,TIFFANY.MORRIS,9,3
11/2/2015,0115-0366  ,ADOT FLAGSTAFF FACILITY,BES20G60,18,1.7638416,0.053495643,79.43,88.34,901.5095233,3000,Inside,Inside,HEIDI.MCALEXANDER,9,3
