Date,Job Number,Job Name,Designer,Checker,Deck Tons,Total Tons,K1 Tons,K2 Tons,L2 Tons,L3 Tons,G2 Tons,G3 Tons,L4 Tons,JS Tons,BR Tons
1/8/2015,6814-0051,TWIN FALLS WWTP,CDA,SNL,0,4.858651698,0,4.603963375,0,0,0,0,0,0,0.254688323
1/8/2016,5315-0056,"QUESTAR WCR  OFFICE								",RD,DS,0,2.26655221,0,2.26655221,0,0,0,0,0,0,0
1/8/2016,5815-0179R,WHITEWORTH MUSIC FACILITY ADD,HZ,MM,0,0.052961335,0,0,0,0,0,0,0,0,0.052961335
1/8/2016,6315-0191,SWITCH RENO 1 DATA CENTER FACILITY,BAC,GDV,0,44.33627898,0.546685815,42.1143356,0,0,0,0,0,0,1.675257564
1/8/2016,9115-0026,FY14 240PN DORMITORY - BLDG 781,MJJ,DS,0,35.32631785,0.204372227,35.12194562,0,0,0,0,0,0,0
1/8/2016,9115-0026,FY14 240PN DORMITORY - BLDG 781,MJJ,MJJ,0,0.039264724,0,0,0,0,0,0,0,0.039264724,0
1/8/2016,KM15-0004,FRY'S #660-00667,CJT,BCA,102.7033353,0,0,0,0,0,0,0,0,0,0
1/8/2016,KM15-0004,FRY'S #660-00667,CJT,CJT,0,0,0,0,0,0,0,0,0,0,0
1/9/2012,8011-0809,3411- DEVON JACKFISH LODGE,DLM,DLM,0,9.078916363,0,0,0,7.968037903,0,0,0,0,1.11087846
1/9/2013,4312-0149,HOME DEPOT #5037,DLM,AS,0,7.630802389,0,7.630802389,0,0,0,0,0,0,0
1/9/2013,4612-0117,FOODS CO #534,RED,DLM,0,4.043731213,0,4.043731213,0,0,0,0,0,0,0
1/9/2013,5812-0063,ALSCO,MM,DLM,0,13.66485272,0,0,0,0,0,11.55408846,2.110764265,0,0
1/9/2013,5812-0063,ALSCO,MM,RED,0,17.29280716,0,0,0,0,0,17.29280716,0,0,0
1/9/2013,6311-0079,BOE SLC C  VP#110284,AS,DLM,0,406.0378556,0,406.0378556,0,0,0,0,0,0,0
1/9/2014,4313-0171,AGUA MANSA COMMERCE CENTER,RED,DLM,0,21.09925298,0,0,0,0,0,21.09925298,0,0,0
1/9/2014,5112-0149,AMERICAN FORK HIGH SCHOOL,ALS,ALS,0,0.358662643,0,0,0,0,0,0,0,0,0.358662643
1/9/2014,5112-0149,AMERICAN FORK HIGH SCHOOL,ALS,SM,0,1.609645933,1.609645933,0,0,0,0,0,0,0,0
1/9/2014,5113-0017,HYATT HOUSE AT UNION STATION,ALS,ALS,0,0.447436243,0,0,0,0,0,0,0,0,0.447436243
1/9/2014,5113-0017,HYATT HOUSE AT UNION STATION,ALS,SM,0,2.40827525,0.032118682,2.376156569,0,0,0,0,0,0,0
1/9/2014,5113-0262,HILLCREST JUNIOR HIGH SCHOOL,MM,DLM,0,0.09392304,0,0,0.09392304,0,0,0,0,0,0
1/9/2014,5613-0094,"LES SCHWAB TIRE CENTER, ALBANY",ALS,ALS,0,1.423897564,0,1.060065985,0,0,0,0,0,0,0.36383158
1/9/2014,6813-0130,MAVERIK #405,ALS,ALS,0,0.596142322,0,0,0,0,0,0,0,0,0.596142322
1/9/2014,6813-0130,MAVERIK #405,ALS,SM,0,3.571979016,0,0,3.571979016,0,0,0,0,0,0
1/9/2014,6813-0132,MAVERIK #485,ALS,ALS,0,0.596074507,0,0,0,0,0,0,0,0,0.596074507
1/9/2014,6813-0132,MAVERIK #485,ALS,SM,0,3.893240064,0,0,3.893240064,0,0,0,0,0,0
1/9/2015,4314-0157,MISSION 71 WEST BUSINESS PARK ,SNL,DLM,0,109.5720274,0,17.14138152,86.87364221,0.600318849,0,0,0,0,4.956684828
1/9/2015,4314-0184,LINDON & CASMALIA ,RED,MM,0,71.45240676,0,0,70.25539029,0,0,0,0,0,1.197016478
1/9/2015,5812-0179,DAVIS HS REBID,CDA,ALS,0,36.58082461,0.035518155,0,28.58508001,0,0,4.129323572,0,0,3.830902882
1/10/2012,4611-0090,SMUD REVISED LOADS ,RED,DLM,0,19.68987179,0,0,12.69054127,0,0,6.999330521,0,0,0
1/10/2013,4612-0117,FOODS CO #534,RED,DLM,0,5.600739598,0,5.600739598,0,0,0,0,0,0,0
1/10/2013,5112-0164,WAHLQUIST JR HIGH SCHOOL,DLM,MM,0,47.45704365,0,0,5.128659248,42.3283844,0,0,0,0,0
1/10/2014,4313-0110,RIO,DLM,ALS,0,5.227689028,0,0,0.973441184,4.157876641,0,0,0,0,0.096371204
1/10/2014,4313-0171,AGUA MANSA COMMERCE CENTER,RED,DLM,0,25.20906907,0,0.634441555,19.46134186,5.113285661,0,0,0,0,0
1/10/2014,9113-0040,SAHARA CENTER,SM,MM,0,45.13843648,0,41.80734651,0,0,0,0,0,0,3.331089973
1/10/2014,9113-0052,SPROUTS FARMERS MARKET,DLM,MM,0,27.21601169,0.068308979,17.55067217,0,0,0,6.898043275,0,0,2.69898726
1/11/2012,4611-0090,SMUD REVISED LOADS ,RED,DLM,0,31.25118142,0,0,0,25.26345426,0,0,0,0,5.987727165
1/11/2013,4612-0117,FOODS CO #534,RED,DLM,0,13.48309208,0,5.946106911,0,0,0,0,0,0,7.536985166
1/11/2013,4612-0157,SPROUTS FARMERS MARKET,DLM,RED,0,8.780654669,0,0,0,0,0,8.780654669,0,0,0
1/11/2016,5315-0056,"QUESTAR WCR  OFFICE								",RD,DS,0,3.188160986,0,0.422331184,0.637156248,0,0,2.128673553,0,0,0
1/11/2016,5315-0056,"QUESTAR WCR  OFFICE								",RD,RD,0,4.27962758,0,1.291408896,0.925012812,0,0,0,0,0,2.063205872
1/11/2016,5815-0178,RTC AUTOMOTIVE COMPLEX RENOVATION,SM,MM,0,7.051771447,0,0,0,0,0,0,7.051771447,0,0
1/11/2016,9115-0081R,RAINBOW AND BADURA,MJJ,DLM,0,0.061398212,0,0,0,0,0,0,0,0,0.061398212
1/12/2015,4314-0184,LINDON & CASMALIA ,RED,MM,0,29.14210567,0,0,28.92361942,0,0,0,0,0,0.218486249
1/12/2015,4614-0065,4 SPEC WAREHOUSE 1550 PACIFIC ST ,MM,MM,0,0.384639889,0,0.384639889,0,0,0,0,0,0,0
1/12/2015,5114-0112,"LEHI HIGH SCHOOL								",ALS,DLM,0,11.60617389,0.654359549,1.598535597,7.17591691,0.768233776,0,0,0,0,1.409128061
1/12/2015,5114-0176,VARIAN MEDICAL EXPANSION,ALS,DLM,0,27.38228876,0,0,22.3649894,0,0.37956132,2.190418243,0,0,2.447319799
1/12/2016,4315-0150D,MEREDITH BLDGS. 2&3,RED,SM,0,30.22029829,0,0,30.22029829,0,0,0,0,0,0
1/12/2016,4815-0007A,RAINES MARKET & ACE HARDWARE ,RD,ALS,0,1.537837639,0,1.537837639,0,0,0,0,0,0,0
1/12/2016,5315-0056,"QUESTAR WCR  OFFICE								",RD,DS,0,4.320695966,0,0.969502166,1.14411144,2.050731659,0,0,0,0,0.156350702
1/12/2016,5315-0056,"QUESTAR WCR  OFFICE								",RD,RD,0,16.68986475,0,0,0,15.43611288,0,0,0,0,1.253751874
1/12/2016,5615-0094,PROJECT BUS,ALS,HZ,0,216.8945752,0,0,200.5384905,16.3560847,0,0,0,0,0
1/12/2016,5815-0188,COWLITZ CASINO ,CJT,DLM,0,57.22481874,0,0,15.33128002,39.16970611,0,0,0,0,2.723832607
1/12/2016,6815-0091,"HILLSDALE ELEMENTARY SCHOOL								",MJJ,DLM,0,0.123236433,0,0,0.123236433,0,0,0,0,0,0
1/12/2016,9115-0026,FY14 240PN DORMITORY - BLDG 781,MJJ,DS,0,2.671421763,0,0,0,0,0,0,0,0,2.671421763
1/13/2012,4811-0069,CARSON HIGHSCHOOL WRESTLING FACILITY,TRE,DLM,0,5.187438488,0,0,0,0,0,0,5.187438488,0,0
1/13/2012,4811-0069,CARSON HIGHSCHOOL WRESTLING FACILITY,TRE,TRE,0,5.759768263,0,0,3.681636572,0,0,1.464612007,0,0,0.613519683
1/13/2014,4313-0171,AGUA MANSA COMMERCE CENTER,RED,DLM,0,54.881255,0.378160268,8.815858662,44.95441723,0.732818842,0,0,0,0,0
1/13/2014,5113-0262,HILLCREST JUNIOR HIGH SCHOOL,MM,DLM,0,14.97280121,0,0,0,0,0,0,14.97280121,0,0
1/13/2014,9113-0040,SAHARA CENTER,DLM,MM,0,13.29582773,0.161894575,10.68574414,0,0,0,0,0,0,2.44818902
1/13/2014,9113-0040,SAHARA CENTER,SM,MM,0,6.009612635,0,0.174142912,0,0,0,0,0,0,5.835469723
1/13/2015,4314-0184,LINDON & CASMALIA ,RED,MM,0,89.63100719,0,0,89.63100719,0,0,0,0,0,0
1/13/2015,4314-0210,FRANK TOYOTA REMODEL ,BCA,BCA,0,0.815465808,0,0.815465808,0,0,0,0,0,0,0
1/13/2015,4614-0065,4 SPEC WAREHOUSE 1550 PACIFIC ST ,SNL,ALS,0,25.90645766,0,0,0,0,0,14.74632812,11.16012955,0,0
1/13/2015,6614-0051,WYOMING BOYS SCHOOL,DS,DLM,0,1.791314542,0,0,0,0,0,0,1.791314542,0,0
1/13/2016,3815-0143,CHARLIE CLARK NISSAN ,CJT,BCA,40.61413538,0,0,0,0,0,0,0,0,0,0
1/13/2016,4315-0150D,MEREDITH BLDGS. 2&3,RED,SM,0,81.8576768,0,0,81.8576768,0,0,0,0,0,0
1/13/2016,4615-0235,SERRAMONTE CENTER ,MJJ,ALS,0,3.10920395,0,3.10920395,0,0,0,0,0,0,0
1/13/2016,5615-0094,PROJECT BUS,ALS,HZ,0,76.5352759,0,0,76.5352759,0,0,0,0,0,0
1/14/2013,5112-0164,WAHLQUIST JR HIGH SCHOOL,DLM,MM,0,0.15245153,0,0,0,0,0,0,0,0,0.15245153
1/14/2013,5812-0063,ALSCO,MM,DLM,0,34.60424607,1.613571988,1.71006389,30.3646808,0.915929392,0,0,0,0,0
1/14/2014,4313-0238,NEW FACILITY FOR SIMMONS CONSTRUCTION,ALS,DLM,0,8.786319256,0,5.711745739,0,0,0,2.550435305,0,0,0.524138212
1/14/2014,5113-0262,HILLCREST JUNIOR HIGH SCHOOL,MM,DLM,0,12.16903475,0.530381918,2.922627032,6.678802758,2.037223041,0,0,0,0,0
1/14/2014,9113-0040,SAHARA CENTER,DLM,MM,0,3.011196494,0,0,0,0,0,0,3.011196494,0,0
1/14/2015,4313-0012,MICHELSON WTP,ALS,SNL,0,39.63941766,0,0,36.24642352,0,0,0,0,0,3.392994139
1/14/2015,4614-0038,GREENWOOD COMMERCE CENTER BLDG A,CDA,ALS,0,51.22058666,0,0,0,0,0,48.61925972,2.601326942,0,0
1/14/2015,4614-0065,4 SPEC WAREHOUSE 1550 PACIFIC ST ,SNL,ALS,0,52.11475857,0,14.96259563,33.33959645,0.407776892,0,0,0,0,3.404789597
1/14/2015,5114-0112,"LEHI HIGH SCHOOL								",SM,DLM,0,13.05460647,0,0,0,0,0,0,12.84347248,0,0.211133987
1/14/2015,6314-0318,CHATEAU DES FLEURS,DLM,SM,0,42.03653418,0,40.04892457,0,0,0,0,0,0,1.98760961
1/14/2016,4315-0150D,MEREDITH BLDGS. 2&3,RED,SM,0,7.08895269,0,0,7.08895269,0,0,0,0,0,0
1/14/2016,4615-0235,SERRAMONTE CENTER ,MJJ,ALS,0,25.98496713,0,20.06792905,0,0,0,0,0,0,5.917038083
1/14/2016,5615-0094,PROJECT BUS,ALS,HZ,0,92.90545821,0,0,92.25576216,0.649696052,0,0,0,0,0
1/14/2016,5815-0216,PORT TOWNSEND WTF,MJJ,MM,0,16.4423994,0.58746326,0.429295272,0,14.51720047,0,0,0,0.034023329,0.874417067
1/14/2016,5815-0306,IRON HORSE BREWERY,CJT,CJT,0,0.354835212,0,0,0,0,0,0,0,0,0.354835212
1/14/2016,5815-0306,IRON HORSE BREWERY,CJT,MJJ,0,6.046942949,0,3.222019136,0,0,0,2.824923813,0,0,0
1/14/2016,5816-0003,CHERRY STEMILT,MM,RD,0,4.609975949,0,0,0,0,0,4.457542419,0,0,0.152433529
1/15/2013,4612-0032,ROSSMOOR CREEKSIDE EVENT CENTER,MM,DLM,0,16.22637096,0,0,7.175471544,2.170192957,0,0.492858052,3.441897869,0,2.945950542
1/15/2013,5112-0164,WAHLQUIST JR HIGH SCHOOL,DLM,MM,0,15.02696645,0.789373636,4.300608069,8.309947968,0,0,0,0,0,1.62703678
1/15/2013,KN12-0005,KING SOOPER #620-00057,AS,RED,0,4.548958904,0,4.244095802,0,0,0,0,0,0,0.304863101
1/15/2014,4313-0020,GOLD LINE EXP,ALS,DLM,0,2.924586087,0,1.820892125,0,0,0,0,0,0,1.103693962
1/15/2014,4313-0171,AGUA MANSA COMMERCE CENTER,RED,DLM,0,22.25637543,0,0,0,0,0,22.25637543,0,0,0
1/15/2014,5112-0149,AMERICAN FORK HIGH SCHOOL,DLM,DLM,0,0.405971974,0,0,0,0,0,0,0,0,0.405971974
1/15/2014,5113-0003,CAPITAL THEATRE & BALLET WEST PROJECT,ALS,DLM,0,4.707735926,0.133799419,3.893790036,0,0,0,0,0,0,0.680146471
1/15/2014,5113-0262,HILLCREST JUNIOR HIGH SCHOOL,MM,DLM,0,13.71881199,0,0,0,9.391446635,0,0,0,0,4.327365354
1/15/2014,5613-0096,CHEMEKETA C.C. BLDG. 40,ALS,DLM,0,8.7081686,0,2.767262701,3.573806494,1.529761493,0,0,0,0,0.837337911
1/15/2014,6313-0151A1,SANDAG,DLM,DLM,0,0.167295009,0,0,0,0,0,0,0,0,0.167295009
1/15/2014,9113-0040,SAHARA CENTER,SM,ALS,0,50.61981503,0.22580412,43.85396755,0,0,0,0,0,0,6.540043354
1/15/2014,9113-0040,SAHARA CENTER,SM,DLM,0,2.10288918,0,2.10288918,0,0,0,0,0,0,0
1/15/2014,9113-0040,SAHARA CENTER,SM,MM,0,2.95763433,0,2.95763433,0,0,0,0,0,0,0
1/15/2015,4314-0184,LINDON & CASMALIA ,RED,MM,0,48.21412964,0,0,30.77703452,0,0,0,0,0,17.43709512
1/15/2015,5114-0112,"LEHI HIGH SCHOOL								",ALS,DLM,0,1.083473772,1.083473772,0,0,0,0,0,0,0,0
1/15/2015,6314-0445,14-B-61897  STONY PLAIN OFFICE,ALS,RED,0,4.391081978,0,4.181500912,0,0,0,0,0,0,0.209581066
1/15/2015,KN14-0007,FOOD 4 LESS #704-00335,ALS,DLM,0,44.22335541,0,0,0,0,0,44.22335541,0,0,0
1/15/2016,3115-0014R,P06904 BERNALILLO HIGH SCHOOL,RD,BCA,2.092844151,0,0,0,0,0,0,0,0,0,0
1/15/2016,3115-0120,US EAGLE FEDERAL CREDIT UNION ,CJT,BCA,4.503932476,0,0,0,0,0,0,0,0,0,0
1/15/2016,3815-0100,EPCC TRANSMOUNTAIN CAMPUS,ALS,BCA,1.785902143,0,0,0,0,0,0,0,0,0,0
